Value	Sample	TerminalTaxa
174	MP_E1032_OC0821_PCR1	Cercozoa
12	MP_E1032_OC0821_PCR1	Cryothecomonas
166	MP_E1032_OC0821_PCR1	Gymnodinium heterostriatum
142	MP_E1032_OC0821_PCR1	Amphidinium longum
65	MP_E1032_OC0821_PCR1	Thalassiosira
20	MP_E1032_OC0821_PCR1	Holacanthida
60	MP_E1032_OC0821_PCR1	Telonema
379	MP_E1032_OC0821_PCR1	Spirotrichea
42	MP_E1032_OC0821_PCR1	Lepidodinium
92	MP_E1032_OC0821_PCR1	Nitzschia
17	MP_E1032_OC0821_PCR1	Oblongichytrium__f
18	MP_E1032_OC0821_PCR1	Phalacroma
4602	MP_E1032_OC0821_PCR1	Pseudocalanus
104	MP_E1032_OC0821_PCR1	Picomonas sp_
66	MP_E1032_OC0821_PCR1	Prorocentrales
17	MP_E1032_OC0821_PCR1	Mytilus californianus
49	MP_E1032_OC0821_PCR1	Paraphysomonas sp_
1173	MP_E1032_OC0821_PCR1	Karlodinium veneficum
108	MP_E1032_OC0821_PCR1	Mediophyceae
24	MP_E1032_OC0821_PCR1	Peridiniales
38	MP_E1032_OC0821_PCR1	Synedra sp_ RCC5218
2	MP_E1032_OC0821_PCR1	Warnowia sp_
10	MP_E1032_OC0821_PCR1	Fragilariaceae
34	MP_E1032_OC0821_PCR1	Quadricilia__f__o
10	MP_E1032_OC0821_PCR1	Pirsonia
6	MP_E1032_OC0821_PCR1	Amoebophrya sp_ ex Cochlodinium polykrikoides
1	MP_E1032_OC0821_PCR1	Syndinium
22	MP_E1032_OC0821_PCR1	Coutea sabulosa
1201	MP_E1032_OC0821_PCR1	Ptychodiscus noctiluca
31	MP_E1032_OC0821_PCR1	Chrysochromulina
32	MP_E1032_OC0821_PCR1	Chrysophyceae
31	MP_E1032_OC0821_PCR1	Acantharea
25	MP_E1032_OC0821_PCR1	Eukaryota
20	MP_E1032_OC0821_PCR1	Takayama acrotrocha
38	MP_E1032_OC0821_PCR1	Gymnodiniaceae
6	MP_E1032_OC0821_PCR1	Develocanicus__f__o
5	MP_E1032_OC0821_PCR1	Minorisa sp_ SRT710
9	MP_E1032_OC0821_PCR1	Arthracanthida
10	MP_E1032_OC0821_PCR1	Endogonaceae
25	MP_E1032_OC0821_PCR1	Cryptomonadales
143	MP_E1032_OC0821_PCR1	Oblongichytrium sp_
38	MP_E1032_OC0821_PCR1	Pentapharsodinium tyrrhenicum
1	MP_E1032_OC0821_PCR1	Dinobryon sp_ RCC5261
34	MP_E1032_OC0821_PCR1	Bigyra
384	MP_E1032_OC0821_PCR1	Ditylum
3	MP_E1032_OC0821_PCR1	Owenia fusiformis
1	MP_E1032_OC0821_PCR1	Tintinnopsis
29	MP_E1032_OC0821_PCR1	Amphora
39	MP_E1032_OC0821_PCR1	Bathycoccus prasinos
81	MP_E1032_OC0821_PCR1	Cryothecomonas aestivalis
7	MP_E1032_OC0821_PCR1	Pleurosigma sp_ GGM_2004
7	MP_E1032_OC0821_PCR1	Polykrikos
2	MP_E1032_OC0821_PCR1	Spirostrombidium
1398	MP_E1032_OC0821_PCR1	Katodinium glaucum
19	MP_E1032_OC0821_PCR1	Amoebophrya sp_ ex Karlodinium micrum
23	MP_E1032_OC0821_PCR1	Stephanoeca
13	MP_E1032_OC0821_PCR1	Euduboscquella
5	MP_E1032_OC0821_PCR1	Brachidinium capitatum
37	MP_E1032_OC0821_PCR1	Ventrifissuridae
12	MP_E1032_OC0821_PCR1	Guinardia striata
11	MP_E1032_OC0821_PCR1	Phacellophora
6	MP_E1032_OC0821_PCR1	Lauderia annulata
3	MP_E1032_OC0821_PCR1	Imbricatea
14	MP_E1032_OC0821_PCR1	Pseudopirsonia mucosa
36	MP_E1032_OC0821_PCR1	Amphilothaceae
66	MP_E1032_OC0821_PCR1	Pseudostephanoeca paucicostata
576	MP_E1032_OC0821_PCR1	Kareniaceae
10	MP_E1032_OC0821_PCR1	Bolidomonas sp_
236	MP_E1032_OC0821_PCR1	Pentapharsodinium sp_
34	MP_E1032_OC0821_PCR1	Shimiella gracilenta
2	MP_E1032_OC0821_PCR1	Rhizosolenia setigera
2	MP_E1032_OC0821_PCR1	Actinocyclus
6	MP_E1032_OC0821_PCR1	Amphidomataceae
320	MP_E1032_OC0821_PCR1	Pseudo_nitzschia
7	MP_E1032_OC0821_PCR1	Cylindrotheca closterium
55	MP_E1032_OC0821_PCR1	Rozella__f__o
29	MP_E1032_OC0821_PCR1	Scrippsiella trochoidea
13	MP_E1032_OC0821_PCR1	Pararosarium__f__o
259	MP_E1032_OC0821_PCR1	Chaetoceros
6	MP_E1032_OC0821_PCR1	Protaspa
26	MP_E1032_OC0821_PCR1	Haliphthoros
25	MP_E1032_OC0821_PCR1	Amoebophrya sp_ _Dinophysis_
15	MP_E1032_OC0821_PCR1	Euphysa
28	MP_E1032_OC0821_PCR1	Karenia bidigitata
63	MP_E1032_OC0821_PCR1	Dissodinium pseudolunula
179	MP_E1032_OC0821_PCR1	Cryptophyceae
147	MP_E1032_OC0821_PCR1	Thalassiosiraceae
37	MP_E1032_OC0821_PCR1	Dinobryon balticum
51	MP_E1032_OC0821_PCR1	Tintinnidae
121	MP_E1032_OC0821_PCR1	Eudubosquellidae
11	MP_E1032_OC0821_PCR1	Picomonadidae
31	MP_E1032_OC0821_PCR1	Chaetoceros willei
26	MP_E1032_OC0821_PCR1	Develocauda__f
35	MP_E1032_OC0821_PCR1	Biddulphia
6	MP_E1032_OC0821_PCR1	Thraustochytriaceae
30	MP_E1032_OC0821_PCR1	Ensiculiferaceae
6	MP_E1032_OC0821_PCR1	Densosporaceae
51	MP_E1032_OC0821_PCR1	Prorocentrum
13	MP_E1032_OC0821_PCR1	Cercomonadida
70	MP_E1032_OC0821_PCR1	Chaetoceros hirtisetus
12	MP_E1032_OC0821_PCR1	Mesofilidae
1	MP_E1032_OC0821_PCR1	Chaetocerotales
27	MP_E1032_OC0821_PCR1	Salpingoecidae
753	MP_E1032_OC0821_PCR1	Heterocapsa pygmaea
4	MP_E1032_OC0821_PCR1	Pirsonia sp_ ACho_2021a
3	MP_E1032_OC0821_PCR1	Durinskia cf_ baltica HG171
10	MP_E1032_OC0821_PCR1	Minorisa sp_ SRT705
21	MP_E1032_OC0821_PCR1	Rhizosolenia
4	MP_E1032_OC0821_PCR1	Isochrysidales
17	MP_E1032_OC0821_PCR1	Chaetoceros cf_ lauderi
6	MP_E1032_OC0821_PCR1	Developayellaceae__o
10	MP_E1032_OC0821_PCR1	Calliacantha natans
31	MP_E1032_OC0821_PCR1	Prorocentrum micans
6	MP_E1032_OC0821_PCR1	Heterocapsaceae
2	MP_E1032_OC0821_PCR1	Dermocystida
747	MP_E1032_OC0821_PCR1	Chaetoceros cinctus
4	MP_E1032_OC0821_PCR1	Pirsoniales
213	MP_E1032_OC0821_PCR1	Gymnodinium sp_
4	MP_E1032_OC0821_PCR1	Oxytoxaceae
22	MP_E1032_OC0821_PCR1	Chrysolepidomonas sp_
48	MP_E1032_OC0821_PCR1	Bicosta
11	MP_E1032_OC0821_PCR1	Chaetocerotaceae
6	MP_E1032_OC0821_PCR1	Telonema subtile
261	MP_E1032_OC0821_PCR1	Bicosta minor
2	MP_E1032_OC0821_PCR1	Labyrinthulochytrium arktikum
10	MP_E1032_OC0821_PCR1	Incisomonas marina
2096	MP_E1032_OC0821_PCR1	Heterocapsa rotundata
11	MP_E1032_OC0821_PCR1	Allas sp_
1	MP_E1032_OC0821_PCR1	Protaspis
1	MP_E1032_OC0821_PCR1	Thaumatomastix sp_ CC002_Boundary Bay
2	MP_E1032_OC0821_PCR1	Chaetoceros sp_ Na13C1
29	MP_E1032_OC0821_PCR1	Leucocryptos marina
4	MP_E1032_OC0821_PCR1	Nitzschia sp_ RCC1859
1	MP_E1032_OC0821_PCR1	Eutonina indicans
18	MP_E1032_OC0821_PCR1	Apicomplexa
2	MP_E1032_OC0821_PCR1	Paraphysomonas foraminifera
3	MP_E1032_OC0821_PCR1	Amphidoma languida
15	MP_E1032_OC0821_PCR1	Pseudopirsonia__f
7	MP_E1032_OC0821_PCR1	Sarcinochrysidales
14	MP_E1032_OC0821_PCR1	Cosmoeca ventricosa
2	MP_E1032_OC0821_PCR1	Stephanopyxis turris
17	MP_E1032_OC0821_PCR1	Torodinium
1	MP_E1032_OC0821_PCR1	Thelephorales
7	MP_E1032_OC0821_PCR1	Chaunacanthida
3	MP_E1032_OC0821_PCR1	Telonema sp_
3	MP_E1032_OC0821_PCR1	Pirsonia__f
3	MP_E1032_OC0821_PCR1	Cymatosiraceae
7	MP_E1032_OC0821_PCR1	Karlodinium
3	MP_E1032_OC0821_PCR1	Sticholonchida
4	MP_E1032_OC0821_PCR1	Clausocalanidae
3	MP_E1032_OC0821_PCR1	Chytridiomycetes
1	MP_E1032_OC0821_PCR1	Spizellomyces
4	MP_E1032_OC0821_PCR1	Ochromonas
21	MP_E1032_OC0821_PCR1	Diaphanoeca undulata
4	MP_E1032_OC0821_PCR1	Orbiniidae
11	MP_E1032_OC0821_PCR1	Prymnesiales
129	MP_E1032_OC0821_PCR1	Chaetoceros sp_ UNC1415
2	MP_E1032_OC0821_PCR1	Abollifer prolabens
119	MP_E1032_OC0821_PCR1	Chytriodinium sp_
6	MP_E1032_OC0821_PCR1	Haptophyta
1	MP_E1032_OC0821_PCR1	Endogonales
37	MP_E1032_OC0821_PCR1	Calliacantha longicaudata
1	MP_E1032_OC0821_PCR1	Biddulphiaceae
3	MP_E1032_OC0821_PCR1	Labyrinthulochytrium
12	MP_E1032_OC0821_PCR1	Saccoglossus
3	MP_E1032_OC0821_PCR1	Nitzschia dubiiformis
9	MP_E1032_OC0821_PCR1	Chromulinaceae
1	MP_E1032_OC0821_PCR1	Ventricleftida
25	MP_E1032_OC0821_PCR1	Sandonidae
11	MP_E1032_OC0821_PCR1	Incisomonas
6	MP_E1032_OC0821_PCR1	Cryptocaryon
1	MP_E1032_OC0821_PCR1	Cymbomonas tetramitiformis
4	MP_E1032_OC0821_PCR1	Mortierellaceae
2	MP_E1032_OC0821_PCR1	Cladococcus
9	MP_E1032_OC0821_PCR1	Acanthostaurus
4	MP_E1032_OC0821_PCR1	Plesiotrichopidae
13	MP_E1032_OC0821_PCR1	Stephanopyxis
8	MP_E1032_OC0821_PCR1	Prasinoderma
2	MP_E1032_OC0821_PCR1	Hexanauplia
13	MP_E1032_OC0821_PCR1	Pigoraptor__f__o
12	MP_E1032_OC0821_PCR1	Euphausiidae
2	MP_E1032_OC0821_PCR1	Abedinium folium
22	MP_E1032_OC0821_PCR1	Chaetoceros brevis
5	MP_E1032_OC0821_PCR1	Chlorarachniophyceae
4	MP_E1032_OC0821_PCR1	Strobilidiidae
3	MP_E1032_OC0821_PCR1	Leegaardiellidae
2	MP_E1032_OC0821_PCR1	Cercomonas sp_ SIC_7235
7	MP_E1032_OC0821_PCR1	Naviculales
2	MP_E1032_OC0821_PCR1	Spizellomycetaceae
2	MP_E1032_OC0821_PCR1	Paraphysomonas imperforata
4	MP_E1032_OC0821_PCR1	Bacillariaceae
3	MP_E1032_OC0821_PCR1	Thaumatomastigidae
2	MP_E1032_OC0821_PCR1	Haplozoon__f
16	MP_E1032_OC0821_PCR1	Crustomastigaceae
39	MP_E1032_OC0821_PCR1	Eutintinnus
6	MP_E1032_OC0821_PCR1	Paraphysomonas
4	MP_E1032_OC0821_PCR1	Crustomastix stigmatica
5	MP_E1032_OC0821_PCR1	Pseliodinium
74	MP_E1032_OC0821_PCR1	Phyllopharyngea
63	MP_E1032_OC0821_PCR1	Plagiacanthidae
5	MP_E1032_OC0821_PCR1	Hemiselmis
263	MP_E1032_OC0821_PCR1	Hochbergia__f
3	MP_E1032_OC0821_PCR1	Chlorophyta
6	MP_E1032_OC0821_PCR1	Noelaerhabdaceae
2	MP_E1032_OC0821_PCR1	Chytridiales
40	MP_E1032_OC0821_PCR1	Hematodinium
9	MP_E1032_OC0821_PCR1	Viridiraptoridae
5	MP_E1032_OC0821_PCR1	Thoracosphaeraceae
7	MP_E1032_OC0821_PCR1	Polykrikos hartmannii
53	MP_E1032_OC0821_PCR1	Skeletonema
2	MP_E1032_OC0821_PCR1	Cryomonadida
4	MP_E1032_OC0821_PCR1	Nitzschia sp_ RCC5458
7	MP_E1032_OC0821_PCR1	Spumellaria
1	MP_E1032_OC0821_PCR1	Glissomonadida
2	MP_E1032_OC0821_PCR1	Miracula
2	MP_E1032_OC0821_PCR1	Clytia gracilis
1	MP_E1032_OC0821_PCR1	Prorocentrum mariae_labouriae
1	MP_E1032_OC0821_PCR1	Sellaphora cf_ seminulum RK25
1	MP_E1032_OC0821_PCR1	Allapsidae
2	MP_E1032_OC0821_PCR1	Triparmaceae
1	MP_E1032_OC0821_PCR1	Syndiniaceae
1	MP_E1032_OC0821_PCR1	Prorocentrum sp_ RCC5704
176	MP_E1032_OC0821_PCR1	Rhizophydiales
58	MP_E1032_OC0821_PCR1	Dinophysales
295	MP_E1032_OC0821_PCR1	Phytodiniales
57	MP_E1032_OC0821_PCR1	Eucoccidiorida
1	MP_E1032_OC0821_PCR1	Ampharete sp_ c RB_2022
3	MP_E1032_OC0821_PCR1	Protaspidae
557	MP_E1032_OC0821_PCR1	Laackmanniella prolongata
15	MP_E1032_OC0821_PCR1	Rhizosolenia delicatula
16	MP_E1032_OC0821_PCR1	Leuckartiara octona
8	MP_E1032_OC0821_PCR1	Gladiolithus__f
8	MP_E1032_OC0821_PCR1	Thalassiosira sp_
15	MP_E1032_OC0821_PCR1	Chromulinales
13	MP_E1032_OC0821_PCR1	Picomonas
14	MP_E1032_OC0821_PCR1	Tentaculata
7	MP_E1032_OC0821_PCR1	Attheya
5	MP_E1032_OC0821_PCR1	Miracula islandica
1	MP_E1032_OC0821_PCR1	Skeletonemataceae
2	MP_E1032_OC0821_PCR1	Trinematidae
2	MP_E1032_OC0821_PCR1	Solenicola__f
1	MP_E1032_OC0821_PCR1	Leegaardiella sp_
11	MP_E1032_OC0821_PCR1	Eucampia
13	MP_E1032_OC0821_PCR1	Strombidium
4	MP_E1032_OC0821_PCR1	Limnofilidae__o
322	MP_E1032_OC0821_PCR1	Strombidium sp_
43	MP_E1032_OC0821_PCR1	Dinophysaceae
3	MP_E1032_OC0821_PCR1	Aequorea victoria
1	MP_E1032_OC0821_PCR1	Dysteriida
5	MP_E1032_OC0821_PCR1	Pleurasiga minima
7	MP_E1032_OC0821_PCR1	Pseudo_nitzschia pungens
75	MP_E1032_OC0821_PCR1	Gyrodinium sp_
3	MP_E1032_OC0821_PCR1	Prasinodermaceae
1	MP_E1032_OC0821_PCR1	Abedinium dasypus
49	MP_E1032_OC0821_PCR1	Prostomatea
24	MP_E1032_OC0821_PCR1	Choanoflagellata
1	MP_E1032_OC0821_PCR1	Phaeocystis
2	MP_E1032_OC0821_PCR1	Noctiluca
2	MP_E1032_OC0821_PCR1	Meringosphaera mediterranea
1	MP_E1032_OC0821_PCR1	Craspedida
4	MP_E1032_OC0821_PCR1	Sticholonche sp_ JB_2011
31	MP_E1032_OC0821_PCR1	Bacillariophyta
1	MP_E1032_OC0821_PCR1	Acanthochiasmidae
13	MP_E1032_OC0821_PCR1	Lagenoeca sp_ antarctica
6	MP_E1032_OC0821_PCR1	Leptocylindraceae
18	MP_E1032_OC0821_PCR1	Rhizosoleniaceae
11	MP_E1032_OC0821_PCR1	Miracula blauvikensis
23	MP_E1032_OC0821_PCR1	Chaetoceros diadema
7	MP_E1032_OC0821_PCR1	Pelagiidae
9	MP_E1032_OC0821_PCR1	Acanthoecida
138	MP_E1032_OC0821_PCR1	Calanoida
2	MP_E1032_OC0821_PCR1	Oblongichytrium
20	MP_E1032_OC0821_PCR1	Triparma pacifica
17	MP_E1032_OC0821_PCR1	Chaetoceros danicus
13	MP_E1032_OC0821_PCR1	Leptocylindrus convexus
8	MP_E1032_OC0821_PCR1	Strombidinopsidae
220	MP_E1032_OC0821_PCR1	Heterocapsa
2	MP_E1032_OC0821_PCR1	Podomonas
3	MP_E1032_OC0821_PCR1	Lessardia elongata
40	MP_E1032_OC0821_PCR1	Gonyaulacales
577	MP_E1032_OC0821_PCR1	Lithomelissa setosa
9	MP_E1032_OC0821_PCR1	Pedinellales
5	MP_E1032_OC0821_PCR1	Scleralcyonacea
81	MP_E1032_OC0821_PCR2	Gyrodinium helveticum
8862	MP_E1032_OC0821_PCR2	Gymnodiniales
98	MP_E1032_OC0821_PCR2	Leegaardiella
148	MP_E1032_OC0821_PCR2	Euduboscquella sp_
7609	MP_E1032_OC0821_PCR2	Dinophyceae
7139	MP_E1032_OC0821_PCR2	Environmental Unknown
227	MP_E1032_OC0821_PCR2	Ceratoperidiniaeceae
20	MP_E1032_OC0821_PCR2	Micromonas
125	MP_E1032_OC0821_PCR2	Rhogostoma sp_
329	MP_E1032_OC0821_PCR2	Chaetoceros constrictus
41	MP_E1032_OC0821_PCR2	Katablepharis japonica
13773	MP_E1032_OC0821_PCR2	Amoebophryaceae
306	MP_E1032_OC0821_PCR2	Leucocryptos sp_
1487	MP_E1032_OC0821_PCR2	Amoebophrya sp_
157	MP_E1032_OC0821_PCR2	Unknown
80	MP_E1032_OC0821_PCR2	Prorocentraceae
8	MP_E1032_OC0821_PCR2	Kryptoperidiniaceae
3	MP_E1032_OC0821_PCR2	Rhogostomidae
3	MP_E1032_OC0821_PCR2	Chaetoceros curvisetus
1	MP_E1032_OC0821_PCR2	Pleurasiga reynoldsii
7	MP_E1032_OC0821_PCR2	Halocafeteria__f
11	MP_E1032_OC0821_PCR2	Cylindrotheca sp_ RCC2608
283	MP_E1032_OC0821_PCR2	Strombidium cf_ basimorphum
72	MP_E1032_OC0821_PCR2	Cercomonadidae
1849	MP_E1032_OC0821_PCR2	Syndiniales
6	MP_E1032_OC0821_PCR2	Coutea__f
33	MP_E1032_OC0821_PCR2	Stephanoecidae
965	MP_E1032_OC0821_PCR2	Ciliophora
664	MP_E1032_OC0821_PCR2	Pseliodinium fusus
156	MP_E1032_OC0821_PCR2	Picozoa
13	MP_E1032_OC0821_PCR2	Cryothecomonas longipes
10	MP_E1032_OC0821_PCR2	Tremula__f__o
27	MP_E1032_OC0821_PCR2	Hemiselmis cryptochromatica
9	MP_E1032_OC0821_PCR2	Gymnodinium
144	MP_E1032_OC0821_PCR2	Chaetoceros debilis
38	MP_E1032_OC0821_PCR2	Paraphysomonas butcheri
19	MP_E1032_OC0821_PCR2	Spirostrombidium sp_
272	MP_E1032_OC0821_PCR2	Chaetoceros contortus
64	MP_E1032_OC0821_PCR2	Protaspis grandis
172	MP_E1032_OC0821_PCR2	Gyrodinium
83	MP_E1032_OC0821_PCR2	Mucoromycota
412	MP_E1032_OC0821_PCR2	Amoebophrya
206	MP_E1032_OC0821_PCR2	Cercozoa
6	MP_E1032_OC0821_PCR2	Cryothecomonas
205	MP_E1032_OC0821_PCR2	Gymnodinium heterostriatum
93	MP_E1032_OC0821_PCR2	Amphidinium longum
78	MP_E1032_OC0821_PCR2	Thalassiosira
7	MP_E1032_OC0821_PCR2	Holacanthida
73	MP_E1032_OC0821_PCR2	Telonema
468	MP_E1032_OC0821_PCR2	Spirotrichea
19	MP_E1032_OC0821_PCR2	Lepidodinium
80	MP_E1032_OC0821_PCR2	Nitzschia
32	MP_E1032_OC0821_PCR2	Oblongichytrium__f
4	MP_E1032_OC0821_PCR2	Phalacroma
6164	MP_E1032_OC0821_PCR2	Pseudocalanus
152	MP_E1032_OC0821_PCR2	Picomonas sp_
104	MP_E1032_OC0821_PCR2	Prorocentrales
29	MP_E1032_OC0821_PCR2	Mytilus californianus
23	MP_E1032_OC0821_PCR2	Paraphysomonas sp_
1311	MP_E1032_OC0821_PCR2	Karlodinium veneficum
127	MP_E1032_OC0821_PCR2	Mediophyceae
30	MP_E1032_OC0821_PCR2	Peridiniales
105	MP_E1032_OC0821_PCR2	Synedra sp_ RCC5218
7	MP_E1032_OC0821_PCR2	Warnowia sp_
41	MP_E1032_OC0821_PCR2	Fragilariaceae
38	MP_E1032_OC0821_PCR2	Quadricilia__f__o
5	MP_E1032_OC0821_PCR2	Pirsonia
43	MP_E1032_OC0821_PCR2	Amoebophrya sp_ ex Cochlodinium polykrikoides
44	MP_E1032_OC0821_PCR2	Coutea sabulosa
1421	MP_E1032_OC0821_PCR2	Ptychodiscus noctiluca
11	MP_E1032_OC0821_PCR2	Chrysochromulina
30	MP_E1032_OC0821_PCR2	Chrysophyceae
12	MP_E1032_OC0821_PCR2	Acantharea
33	MP_E1032_OC0821_PCR2	Eukaryota
17	MP_E1032_OC0821_PCR2	Takayama acrotrocha
69	MP_E1032_OC0821_PCR2	Gymnodiniaceae
4	MP_E1032_OC0821_PCR2	Minorisa sp_ SRT710
3	MP_E1032_OC0821_PCR2	Arthracanthida
8	MP_E1032_OC0821_PCR2	Endogonaceae
10	MP_E1032_OC0821_PCR2	Cryptomonadales
250	MP_E1032_OC0821_PCR2	Oblongichytrium sp_
96	MP_E1032_OC0821_PCR2	Pentapharsodinium tyrrhenicum
35	MP_E1032_OC0821_PCR2	Bigyra
446	MP_E1032_OC0821_PCR2	Ditylum
1	MP_E1032_OC0821_PCR2	Owenia fusiformis
69	MP_E1032_OC0821_PCR2	Amphora
59	MP_E1032_OC0821_PCR2	Bathycoccus prasinos
59	MP_E1032_OC0821_PCR2	Cryothecomonas aestivalis
5	MP_E1032_OC0821_PCR2	Pleurosigma sp_ GGM_2004
1370	MP_E1032_OC0821_PCR2	Katodinium glaucum
14	MP_E1032_OC0821_PCR2	Amoebophrya sp_ ex Karlodinium micrum
28	MP_E1032_OC0821_PCR2	Stephanoeca
13	MP_E1032_OC0821_PCR2	Euduboscquella
4	MP_E1032_OC0821_PCR2	Brachidinium capitatum
25	MP_E1032_OC0821_PCR2	Ventrifissuridae
20	MP_E1032_OC0821_PCR2	Guinardia striata
4	MP_E1032_OC0821_PCR2	Phacellophora
3	MP_E1032_OC0821_PCR2	Lauderia annulata
38	MP_E1032_OC0821_PCR2	Pseudopirsonia mucosa
26	MP_E1032_OC0821_PCR2	Amphilothaceae
58	MP_E1032_OC0821_PCR2	Pseudostephanoeca paucicostata
582	MP_E1032_OC0821_PCR2	Kareniaceae
21	MP_E1032_OC0821_PCR2	Bolidomonas sp_
317	MP_E1032_OC0821_PCR2	Pentapharsodinium sp_
72	MP_E1032_OC0821_PCR2	Shimiella gracilenta
1	MP_E1032_OC0821_PCR2	Actinocyclus
23	MP_E1032_OC0821_PCR2	Amphidomataceae
417	MP_E1032_OC0821_PCR2	Pseudo_nitzschia
9	MP_E1032_OC0821_PCR2	Cylindrotheca closterium
86	MP_E1032_OC0821_PCR2	Rozella__f__o
39	MP_E1032_OC0821_PCR2	Scrippsiella trochoidea
315	MP_E1032_OC0821_PCR2	Chaetoceros
13	MP_E1032_OC0821_PCR2	Protaspa
65	MP_E1032_OC0821_PCR2	Haliphthoros
8	MP_E1032_OC0821_PCR2	Amoebophrya sp_ _Dinophysis_
18	MP_E1032_OC0821_PCR2	Euphysa
12	MP_E1032_OC0821_PCR2	Karenia bidigitata
55	MP_E1032_OC0821_PCR2	Dissodinium pseudolunula
177	MP_E1032_OC0821_PCR2	Cryptophyceae
157	MP_E1032_OC0821_PCR2	Thalassiosiraceae
48	MP_E1032_OC0821_PCR2	Dinobryon balticum
80	MP_E1032_OC0821_PCR2	Tintinnidae
112	MP_E1032_OC0821_PCR2	Eudubosquellidae
11	MP_E1032_OC0821_PCR2	Picomonadidae
61	MP_E1032_OC0821_PCR2	Chaetoceros willei
22	MP_E1032_OC0821_PCR2	Develocauda__f
25	MP_E1032_OC0821_PCR2	Biddulphia
8	MP_E1032_OC0821_PCR2	Thraustochytriaceae
44	MP_E1032_OC0821_PCR2	Ensiculiferaceae
89	MP_E1032_OC0821_PCR2	Prorocentrum
3	MP_E1032_OC0821_PCR2	Cercomonadida
76	MP_E1032_OC0821_PCR2	Chaetoceros hirtisetus
13	MP_E1032_OC0821_PCR2	Mesofilidae
35	MP_E1032_OC0821_PCR2	Salpingoecidae
897	MP_E1032_OC0821_PCR2	Heterocapsa pygmaea
9	MP_E1032_OC0821_PCR2	Durinskia cf_ baltica HG171
18	MP_E1032_OC0821_PCR2	Minorisa sp_ SRT705
27	MP_E1032_OC0821_PCR2	Rhizosolenia
5	MP_E1032_OC0821_PCR2	Isochrysidales
16	MP_E1032_OC0821_PCR2	Chaetoceros cf_ lauderi
9	MP_E1032_OC0821_PCR2	Developayellaceae__o
7	MP_E1032_OC0821_PCR2	Calliacantha natans
29	MP_E1032_OC0821_PCR2	Prorocentrum micans
8	MP_E1032_OC0821_PCR2	Heterocapsaceae
2	MP_E1032_OC0821_PCR2	Dermocystida
671	MP_E1032_OC0821_PCR2	Chaetoceros cinctus
228	MP_E1032_OC0821_PCR2	Gymnodinium sp_
14	MP_E1032_OC0821_PCR2	Chrysolepidomonas sp_
56	MP_E1032_OC0821_PCR2	Bicosta
320	MP_E1032_OC0821_PCR2	Bicosta minor
2226	MP_E1032_OC0821_PCR2	Heterocapsa rotundata
