EXPOCODE,Cruise,Station,Section_ID,Station_ID,Cast_number,Rosette_position,Niskin_ID,Niskin_flag,Sample_ID,Date and Time (UTC),Year_UTC,Month_UTC,Day_UTC,Time_UTC,Latitude,Longitude,CTDPRES,CTDTEMP_ITS90,CTDTEMP_flag,CTDSAL_PSS78,CTDSAL_flag,CTDOXY,CTDOXY_flag,DIC,DIC_flag,TA,TA_flag,Silicate,Silicate_flag,Phosphate,Phosphate_flag,Nitrate,Nitrate_flag,Nitrite,Nitrite_flag,Ammonium,Ammonium_flag
n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,hh:mm:ss,decimal degrees,decimal degrees,dbar,deg_C,n.a.,n.a.,n.a.,umol/kg,n.a.,umol/kg,n.a.,umol/kg,n.a.,umol/kg,n.a.,umol/kg,n.a.,umol/kg,n.a.,umol/kg,n.a.,umol/kg,n.a.
33BI20211108,SKQ202115s,DBO3-8,DBO3,8,1,3,3,2,80103,2021-11-08T22:04,2021,11,8,22:04:14,67.67658,-168.949,46.149,0.3042,2,32.9604,2,87.07,2,2340.32,2,2286.14,2,85.81,2,2.57,2,15.39,2,0.81,2,12.06,2
33BI20211108,SKQ202115s,DBO3-8,DBO3,8,1,6,6,2,80106,2021-11-08T22:06,2021,11,8,22:06:29,67.67662,-168.94886,40.577,0.3235,2,32.9552,2,86.89,2,2352.66,2,2291.01,2,83.87,2,2.55,2,15.29,2,0.8,2,11.88,2
33BI20211108,SKQ202115s,DBO3-8,DBO3,8,1,9,9,2,80109,2021-11-08T22:08,2021,11,8,22:08:44,67.67672,-168.94874,30.531,0.5969,2,32.8781,2,79,2,2344.23,2,2270.04,2,88.94,2,2.52,2,14.71,2,0.8,2,11.7,2
33BI20211108,SKQ202115s,DBO3-8,DBO3,8,1,12,12,2,80112,2021-11-08T22:11,2021,11,8,22:11:14,67.67678,-168.9486,20.466,-0.2928,2,30.6446,2,341.21,2,2082.86,2,2147.82,2,26.74,2,1.3,2,5.27,2,0.31,2,4.79,2
33BI20211108,SKQ202115s,DBO3-8,DBO3,8,1,15,15,2,80115,2021-11-08T22:13,2021,11,8,22:13:31,67.6768,-168.94844,10.312,-0.3404,2,30.6082,2,351.32,2,2019.03,2,2115.12,2,16.59,2,1.05,2,3.42,2,0.19,2,3.19,2
33BI20211108,SKQ202115s,DBO3-8,DBO3,8,1,18,18,2,80118,2021-11-08T22:15,2021,11,8,22:15:16,67.6768,-168.9483,2.064,-0.3297,2,30.6081,2,346.49,2,2014.14,2,2112.43,2,16.3,2,1.05,2,3.32,2,0.19,2,3.15,2
33BI20211108,SKQ202115s,DBO4-1,DBO4,1,2,1,1,2,10201,2021-11-10T02:47,2021,11,10,2:47:13,71.19399,-160.2651,49.331,-1.1167,2,32.4607,2,274.96,2,2174.18,2,2231.94,2,35.76,2,1.9,2,11.4,2,0.15,2,4.24,2
33BI20211108,SKQ202115s,DBO4-1,DBO4,1,2,4,4,2,10204,2021-11-10T02:49,2021,11,10,2:49:12,71.19386,-160.26506,40.422,-0.7606,2,32.1599,2,281.82,2,2166.11,2,2222.64,2,34.21,2,1.79,2,10.33,2,0.18,2,4,2
33BI20211108,SKQ202115s,DBO4-1,DBO4,1,2,7,7,2,10207,2021-11-10T02:51,2021,11,10,2:51:05,71.1938,-160.26504,30.154,0.2789,2,30.7282,2,328.33,2,2067.18,2,2160.63,2,20.39,2,1.2,2,3.61,2,0.37,2,3.21,2
33BI20211108,SKQ202115s,DBO4-1,DBO4,1,2,10,10,2,10210,2021-11-10T02:53,2021,11,10,2:53:37,71.19384,-160.26505,20.333,0.2758,2,30.7272,2,331.43,2,2031.89,2,2145.55,2,16.2,2,1.02,2,1.66,2,0.42,2,2.96,2
33BI20211108,SKQ202115s,DBO4-1,DBO4,1,2,13,13,2,10213,2021-11-10T02:55,2021,11,10,2:55:47,71.19408,-160.26516,9.947,0.2655,2,30.7273,2,330.93,2,2041.1,2,2146.94,2,16.1,2,1.01,2,1.56,2,0.43,2,2.98,2
33BI20211108,SKQ202115s,DBO4-1,DBO4,1,2,16,16,2,10216,2021-11-10T02:57,2021,11,10,2:57:57,71.19432,-160.26528,2.179,0.2927,2,30.7277,2,329.79,2,2039.31,2,2144.02,2,13.08,2,0.98,2,1.27,2,0.35,2,2.73,2
33BI20211108,SKQ202115s,DBO4-2,DBO4,2,3,1,1,2,20301,2021-11-10T04:59,2021,11,10,4:59:35,71.32166,-160.65658,43.273,-0.9991,2,32.4186,2,282.92,2,2164.38,2,2219.2,2,28.36,2,1.79,2,8.48,2,0.36,2,4.52,2
33BI20211108,SKQ202115s,DBO4-2,DBO4,2,3,4,4,2,20304,2021-11-10T05:02,2021,11,10,5:02:28,71.32166,-160.65658,30.358,0.003,2,31.8785,2,289.26,2,2115.8,2,2195.67,2,22.23,2,1.58,2,6.14,2,0.58,2,5.05,2
33BI20211108,SKQ202115s,DBO4-2,DBO4,2,3,7,7,2,20307,2021-11-10T05:04,2021,11,10,5:04:43,71.32166,-160.65658,20.242,-0.6062,2,30.9661,2,350.88,2,2035.66,2,2147.41,2,11.02,2,0.99,2,2.34,2,0.24,2,2.76,2
33BI20211108,SKQ202115s,DBO4-2,DBO4,2,3,10,10,2,20310,2021-11-10T05:07,2021,11,10,5:07:19,71.32166,-160.65658,10.238,0.0427,2,30.663,2,351.84,2,2031,2,-999,9,15.03,2,1.05,2,1.85,2,0.41,2,3.04,2
33BI20211108,SKQ202115s,DBO4-2,DBO4,2,3,13,13,2,20313,2021-11-10T05:11,2021,11,10,5:11:05,71.32166,-160.65658,2.495,0.0458,2,30.6642,2,355.19,2,2033.04,2,2140.49,2,15.81,2,1.06,2,1.85,2,0.44,2,3.09,2
33BI20211108,SKQ202115s,DBO4-3,DBO4,3,4,1,1,2,30401,2021-11-10T07:26,2021,11,10,7:26:07,71.4544,-161.03939,43.35,-0.2743,2,32.1222,2,287.41,2,2116.67,2,2194.13,2,24.46,2,1.64,2,5.85,2,0.58,2,5.09,2
33BI20211108,SKQ202115s,DBO4-3,DBO4,3,4,4,4,2,30404,2021-11-10T07:28,2021,11,10,7:28:30,71.4544,-161.03938,30.361,-0.2467,2,32.1214,2,288.39,2,2110.19,2,2193.75,2,24.86,2,1.66,2,6.04,2,0.61,2,5.22,2
33BI20211108,SKQ202115s,DBO4-3,DBO4,3,4,7,7,2,30407,2021-11-10T07:30,2021,11,10,7:30:49,71.4544,-161.03938,20.365,-1.2126,2,30.8414,2,351.66,2,2040.92,2,2142.3,2,12,2,1.08,2,2.83,2,0.26,2,3,2
33BI20211108,SKQ202115s,DBO4-3,DBO4,3,4,10,10,2,30410,2021-11-10T07:33,2021,11,10,7:33:02,71.4544,-161.03938,10.284,-1.5217,2,30.7434,2,361.61,2,2008.03,2,2123.96,2,8,2,0.89,2,1.76,2,0.16,2,2.18,2
33BI20211108,SKQ202115s,DBO4-3,DBO4,3,4,13,13,2,30413,2021-11-10T07:35,2021,11,10,7:35:45,71.4544,-161.03938,1.935,-1.5282,2,30.7413,2,360.76,2,2012.33,2,2123.44,2,7.9,2,0.89,2,1.76,2,0.15,2,2.12,2
33BI20211108,SKQ202115s,DBO4-4,DBO4,4,5,1,1,2,40501,2021-11-10T10:31,2021,11,10,10:31:52,71.5889,-161.40919,43.282,-1.527,2,32.7809,2,233.81,2,2243.93,2,2254.52,2,43.93,2,2.11,2,13.15,2,0.17,2,5.7,2
33BI20211108,SKQ202115s,DBO4-4,DBO4,4,5,4,4,2,40504,2021-11-10T10:34,2021,11,10,10:34:21,71.58886,-161.40989,30.376,-1.3764,2,32.5972,2,258.68,2,2212.55,2,2234.38,2,40.53,2,2.06,2,11.69,2,0.25,2,5.36,2
33BI20211108,SKQ202115s,DBO4-4,DBO4,4,5,7,7,2,40507,2021-11-10T10:36,2021,11,10,10:36:48,71.58884,-161.41066,20.478,-1.6119,2,30.7573,2,353.21,2,2057.31,2,2146.29,2,12.59,2,1.09,2,3.12,2,0.21,2,2.64,2
33BI20211108,SKQ202115s,DBO4-4,DBO4,4,5,10,10,2,40510,2021-11-10T10:39,2021,11,10,10:39:04,71.58884,-161.41152,10.33,-1.6667,2,30.6918,2,357.89,2,2002.78,2,2122.75,2,6.34,2,0.83,2,1.56,2,0.12,2,1.81,2
33BI20211108,SKQ202115s,DBO4-4,DBO4,4,5,13,13,2,40513,2021-11-10T10:41,2021,11,10,10:41:45,71.58878,-161.41242,2.103,-1.6671,2,30.6923,2,359.39,2,2014,2,2124.63,2,6.83,2,0.87,2,1.66,2,0.13,2,1.87,2
33BI20211108,SKQ202115s,CEO,CEO,,6,1,1,2,601,2021-11-10T12:17,2021,11,10,12:17:40,71.59064,-161.52592,42.314,-1.5164,2,32.7697,2,234.96,2,2235.48,2,2256.2,2,46.08,2,2.12,2,12.86,2,0.19,2,5.74,2
33BI20211108,SKQ202115s,CEO,CEO,,6,4,4,2,604,2021-11-10T12:19,2021,11,10,12:19:59,71.59048,-161.52697,34.503,-1.515,2,32.7668,2,235.06,2,2232.79,2,2240.84,2,45.88,2,2.13,2,12.86,2,0.19,2,5.73,2
33BI20211108,SKQ202115s,CEO,CEO,,6,7,7,2,607,2021-11-10T12:21,2021,11,10,12:21:55,71.59034,-161.52782,30.195,-1.378,2,32.5838,2,263.52,2,2203.7,2,2236.38,2,34.2,2,1.99,2,10.91,2,0.29,2,5.12,2
33BI20211108,SKQ202115s,CEO,CEO,,6,10,10,2,610,2021-11-10T12:24,2021,11,10,12:24:08,71.59018,-161.5288,20.323,-1.3663,2,31.1615,2,331.3,2,2089.61,2,2170,2,19.02,2,1.36,2,4.97,2,0.28,2,3.36,2
33BI20211108,SKQ202115s,CEO,CEO,,6,13,13,2,613,2021-11-10T12:26,2021,11,10,12:26:08,71.59002,-161.5297,10.192,-1.6639,2,30.6167,2,347.63,2,2005.81,2,2113.08,2,6.05,2,0.83,2,1.56,2,0.11,2,1.55,2
33BI20211108,SKQ202115s,CEO,CEO,,6,16,16,2,616,2021-11-10T12:28,2021,11,10,12:28:25,71.5898,-161.53071,2.406,-1.6538,2,30.6097,2,348.25,2,1988.98,2,2112.96,2,6.73,2,0.84,2,1.66,2,0.13,2,1.59,2
33BI20211108,SKQ202115s,DBO4-5,DBO4,5,7,4,4,2,50704,2021-11-10T14:38,2021,11,10,14:38:43,71.71852,-161.77792,30.023,-1.6117,2,32.8239,2,228.86,2,2230.9,2,2244.51,2,50.75,2,2.18,2,14.81,2,0.07,2,5.25,2
33BI20211108,SKQ202115s,DBO4-5,DBO4,5,7,7,7,2,50707,2021-11-10T14:40,2021,11,10,14:40:36,71.7185,-161.77869,20.231,-1.6712,2,30.559,2,354.42,2,2028.2,2,2129.4,2,13.18,2,1.07,2,4.2,2,0.06,2,1.8,2
33BI20211108,SKQ202115s,DBO4-5,DBO4,5,7,10,10,2,50710,2021-11-10T14:42,2021,11,10,14:42:39,71.7184,-161.77926,9.97,-1.6633,2,30.3774,2,355.73,2,1962.14,2,2096.93,2,3.61,2,0.73,2,1.07,2,0.05,2,0.91,2
33BI20211108,SKQ202115s,DBO4-5,DBO4,5,7,13,13,2,50713,2021-11-10T14:44,2021,11,10,14:44:47,71.71822,-161.7798,2.259,-1.6646,2,30.3789,2,354.09,2,1967.27,2,2096.55,2,3.81,2,0.72,2,1.17,2,0.05,2,0.9,2
33BI20211108,SKQ202115s,DBO4-6,DBO4,6,8,1,1,2,60801,2021-11-10T18:42,2021,11,10,18:42:38,71.85032,-162.17276,37.163,-1.596,2,32.7803,2,231.62,2,2217.48,2,2241.73,2,48.12,2,2.07,2,12.47,2,0.17,2,4.92,2
33BI20211108,SKQ202115s,DBO4-6,DBO4,6,8,4,4,2,60804,2021-11-10T18:44,2021,11,10,18:44:31,71.85022,-162.17354,30.592,-1.5504,2,32.4954,2,245.79,2,2215.19,2,2230.87,2,44.14,2,2.07,2,13.54,2,0.19,2,4.93,2
33BI20211108,SKQ202115s,DBO4-6,DBO4,6,8,7,7,2,60807,2021-11-10T18:46,2021,11,10,18:46:37,71.8501,-162.17442,20.215,-1.6738,2,30.5071,2,354.94,2,1998.88,2,2118.81,2,7.91,2,0.84,2,1.85,2,0.13,2,0.97,2
33BI20211108,SKQ202115s,DBO4-6,DBO4,6,8,10,10,2,60810,2021-11-10T18:48,2021,11,10,18:48:41,71.84998,-162.17527,10.4,-1.6739,2,30.504,2,355.07,2,1986.88,2,2109.85,2,7.61,2,0.77,2,1.56,2,0.14,2,0.95,2
33BI20211108,SKQ202115s,DBO4-6,DBO4,6,8,13,13,2,60813,2021-11-10T18:51,2021,11,10,18:51:18,71.84984,-162.17635,1.835,-1.6722,2,30.5024,2,353.23,2,1989.3,2,2111.08,2,8.49,2,0.79,2,1.66,2,0.14,2,0.95,2
33BI20211108,SKQ202115s,CK2,CK,,9,1,1,2,901,2021-11-11T05:12,2021,11,11,5:12:39,71.2183,-164.24284,40.276,0.2205,2,31.6232,2,283.84,2,2092.79,2,2094.27,3,21.84,2,1.37,2,4.49,2,0.53,2,4.27,2
33BI20211108,SKQ202115s,CK2,CK,,9,7,7,2,907,2021-11-11T05:16,2021,11,11,5:16:41,71.2183,-164.24284,20.168,-0.5138,2,31.1452,2,336.41,2,2040.56,2,-999,9,13.17,2,0.93,2,1.66,2,0.4,2,2.76,2
33BI20211108,SKQ202115s,DBO3-1,DBO3,1,10,1,1,2,11001,2021-11-12T01:21,2021,11,12,1:21:52,68.30422,-166.93133,30.03,-0.5228,2,30.871,2,343.27,2,2038.53,2,-999,9,20.59,2,1.25,2,4.88,2,0.23,2,2.79,2
33BI20211108,SKQ202115s,DBO3-1,DBO3,1,10,4,4,2,11004,2021-11-12T01:23,2021,11,12,1:23:55,68.3043,-166.93204,20.547,-0.5539,2,30.8027,2,343.04,2,2023.88,2,2134.16,2,20.3,2,1.23,2,4.68,2,0.23,2,2.81,2
33BI20211108,SKQ202115s,DBO3-1,DBO3,1,10,5,5,2,11005,2021-11-12T01:25,2021,11,12,1:25:40,68.30438,-166.93262,10.258,-1.5808,2,29.723,2,363.13,2,1982.32,2,2084.42,2,15.53,2,1,2,2.15,2,0.21,2,2.05,2
33BI20211108,SKQ202115s,DBO3-1,DBO3,1,10,8,8,2,11008,2021-11-12T01:44,2021,11,12,1:44:17,68.30524,-166.93911,3.226,-1.5885,2,29.693,2,363.19,2,1946.79,2,2048.55,2,13.09,2,0.89,2,0.98,2,0.15,2,1.87,2
33BI20211108,SKQ202115s,DBO3-2,DBO3,2,11,1,1,2,21101,2021-11-12T03:17,2021,11,12,3:17:25,68.25034,-167.12238,38.402,0.7943,2,31.6496,2,324.52,2,2056.25,2,2169.1,2,25.74,2,1.49,2,8.19,2,0.22,2,3.27,2
33BI20211108,SKQ202115s,DBO3-2,DBO3,2,11,4,4,2,21104,2021-11-12T03:19,2021,11,12,3:19:21,68.2506,-167.12192,30.653,0.8005,2,31.645,2,324.77,2,2064.35,2,2165.91,2,25.35,2,1.43,2,7.9,2,0.22,2,3.16,2
33BI20211108,SKQ202115s,DBO3-2,DBO3,2,11,8,8,2,21108,2021-11-12T03:21,2021,11,12,3:21:29,68.2509,-167.12132,20.188,-0.0212,2,30.6602,2,341.57,2,2044.8,2,2149.33,2,22.25,2,1.27,2,4.98,2,0.24,2,3.01,2
33BI20211108,SKQ202115s,DBO3-2,DBO3,2,11,10,10,2,21110,2021-11-12T03:23,2021,11,12,3:23:39,68.25122,-167.12066,9.921,-1.6277,2,29.6781,2,366.61,2,1942.38,2,2051.13,2,9.96,2,0.73,2,0.59,2,0.14,2,1.44,2
33BI20211108,SKQ202115s,DBO3-2,DBO3,2,11,13,13,2,21113,2021-11-12T03:25,2021,11,12,3:25:52,68.25156,-167.11998,2.12,-1.6237,2,29.6051,2,365.85,2,1949.6,2,2044.76,2,10.35,2,0.83,2,0.59,2,0.14,2,1.5,2
33BI20211108,SKQ202115s,DBO3-3,DBO3,3,13,1,1,2,31301,2021-11-12T05:29,2021,11,12,5:29:33,68.191,-167.29048,43.134,0.8262,2,31.8201,2,310.38,2,2084.49,2,2176.74,2,28.86,2,1.69,2,10.53,2,0.23,2,3.88,2
33BI20211108,SKQ202115s,DBO3-3,DBO3,3,13,5,5,2,31305,2021-11-12T05:31,2021,11,12,5:31:33,68.19116,-167.29026,30.061,0.8456,2,31.8092,2,310.12,2,2081.64,2,2178.73,2,30.03,2,1.62,2,10.34,2,0.22,2,3.86,2
33BI20211108,SKQ202115s,DBO3-3,DBO3,3,13,9,9,2,31309,2021-11-12T05:33,2021,11,12,5:33:39,68.19136,-167.29006,20.296,-1.613,2,29.809,2,365.06,2,2005.15,2,2106.82,2,19.14,2,1.18,2,4.69,2,0.18,2,2.51,2
33BI20211108,SKQ202115s,DBO3-3,DBO3,3,13,13,13,2,31313,2021-11-12T05:35,2021,11,12,5:35:53,68.1916,-167.28992,9.648,-1.6097,2,29.7754,2,365.94,2,1939.3,2,2057.99,2,10.94,2,0.81,2,0.68,2,0.15,2,1.46,2
33BI20211108,SKQ202115s,DBO3-3,DBO3,3,13,17,17,2,31317,2021-11-12T05:38,2021,11,12,5:38:01,68.19178,-167.28976,1.746,-1.6223,2,29.6438,2,364.42,2,1938.59,2,2053.09,2,11.53,2,0.79,2,0.68,2,0.17,2,1.47,2
33BI20211108,SKQ202115s,DBO3-4,DBO3,4,14,1,1,2,41401,2021-11-12T07:09,2021,11,12,7:09:51,68.1326,-167.48806,45.234,1.1884,2,31.9176,2,288.5,2,2101.91,2,2184.28,2,32.56,2,1.75,2,10.92,2,0.23,2,4.36,2
33BI20211108,SKQ202115s,DBO3-4,DBO3,4,14,5,5,2,41405,2021-11-12T07:11,2021,11,12,7:11:52,68.13264,-167.48816,40.442,1.1917,2,31.9165,2,288.34,2,2098.54,2,2182.68,2,32.85,2,1.83,2,11.31,2,0.24,2,4.44,2
33BI20211108,SKQ202115s,DBO3-4,DBO3,4,14,9,9,2,41409,2021-11-12T07:13,2021,11,12,7:13:53,68.13264,-167.48824,30.392,1.192,2,31.9152,2,287.58,2,2109.81,2,2186.12,2,32.66,2,1.76,2,10.92,2,0.23,2,4.36,2
33BI20211108,SKQ202115s,DBO3-4,DBO3,4,14,13,13,2,41413,2021-11-12T07:15,2021,11,12,7:15:56,68.13264,-167.48826,20.409,-1.6032,2,29.7692,2,365.38,2,2037.68,2,2134.34,2,23.93,2,1.37,2,6.74,2,0.21,2,3.08,2
33BI20211108,SKQ202115s,DBO3-4,DBO3,4,14,17,17,2,41417,2021-11-12T07:17,2021,11,12,7:17:54,68.13266,-167.48838,9.933,-1.6187,2,29.7144,2,366.9,2,1950.45,2,2057.87,2,11.91,2,0.84,2,1.27,2,0.16,2,1.61,2
33BI20211108,SKQ202115s,DBO3-4,DBO3,4,14,21,21,2,41421,2021-11-12T07:20,2021,11,12,7:20:20,68.13268,-167.48852,1.582,-1.6172,2,29.7147,2,366.22,2,1950.02,2,2054.7,2,11.04,2,0.81,2,0.68,2,0.16,2,1.41,2
33BI20211108,SKQ202115s,DBO3-5,DBO3,5,15,1,1,2,51501,2021-11-12T09:44,2021,11,12,9:44:21,68.01308,-167.88177,48.443,-0.9169,2,32.9921,2,184.8,2,2275.26,2,2257.85,2,53.86,2,2.3,2,11.88,2,0.44,2,7.1,2
33BI20211108,SKQ202115s,DBO3-5,DBO3,5,15,5,5,2,51505,2021-11-12T09:46,2021,11,12,9:46:38,68.0131,-167.88238,40.676,-0.9174,2,32.9915,2,185.25,2,2280.32,2,2260.66,2,51.52,2,2.39,2,13.34,2,0.46,2,7.52,2
33BI20211108,SKQ202115s,DBO3-5,DBO3,5,15,9,9,2,51509,2021-11-12T09:49,2021,11,12,9:49:12,68.0132,-167.88278,30.576,-0.8321,2,32.982,2,182.13,2,2276.8,2,2255.65,2,56.88,2,2.53,2,15.1,2,0.5,2,8.1,2
33BI20211108,SKQ202115s,DBO3-5,DBO3,5,15,13,13,2,51513,2021-11-12T09:52,2021,11,12,9:52:04,68.01314,-167.88346,20.493,-1.5689,2,30.737,2,349.12,2,2119.53,3,2167.33,3,37.18,2,1.66,2,9.17,2,0.24,2,5,2
33BI20211108,SKQ202115s,DBO3-5,DBO3,5,15,17,17,2,51517,2021-11-12T09:52,2021,11,12,9:52:48,68.01312,-167.88367,20.498,-1.5932,2,30.7424,2,349.65,2,2077.2,2,2140.14,2,29.37,2,1.45,2,7.03,2,0.25,2,3.92,2
33BI20211108,SKQ202115s,DBO3-5,DBO3,5,15,21,21,2,51521,2021-11-12T09:58,2021,11,12,9:58:14,68.0131,-167.8851,1.83,-1.6582,2,30.2656,2,362.37,2,1990.11,2,2099.15,2,16.6,2,1,2,2.83,2,0.2,2,2.05,2
33BI20211108,SKQ202115s,DBO3-6,DBO3,6,16,1,1,2,61601,2021-11-12T13:00,2021,11,12,13:00:27,67.90132,-168.2358,52.708,0.2612,2,32.96,2,78.01,2,2356.7,2,2295.47,2,90.58,2,2.55,2,14.71,2,1.01,2,12.98,2
33BI20211108,SKQ202115s,DBO3-6,DBO3,6,16,5,5,2,61605,2021-11-12T13:02,2021,11,12,13:02:42,67.90132,-168.23616,40.338,0.6004,2,32.8583,2,67.19,2,2350.86,2,2273.03,2,94.98,2,2.49,2,13.25,2,1.05,2,12.42,2
33BI20211108,SKQ202115s,DBO3-6,DBO3,6,16,9,9,2,61609,2021-11-12T13:05,2021,11,12,13:05:03,67.90132,-168.23666,30.266,0.7182,2,32.8551,2,70.01,2,2353.07,2,2270.58,2,95.28,2,2.5,2,15,2,1.11,2,12.89,2
33BI20211108,SKQ202115s,DBO3-6,DBO3,6,16,13,13,2,61613,2021-11-12T13:07,2021,11,12,13:07:15,67.90132,-168.23712,20.5,-1.3094,2,30.6513,2,352.83,2,2069.1,2,2136,2,28.2,2,1.32,2,4.68,2,0.32,2,4.07,2
33BI20211108,SKQ202115s,DBO3-6,DBO3,6,16,17,17,2,61617,2021-11-12T13:09,2021,11,12,13:09:18,67.90128,-168.23746,10.292,-1.5319,2,30.5898,2,356.89,2,2004.07,2,2106.31,2,19.13,2,1.06,2,3.12,2,0.27,2,2.72,2
33BI20211108,SKQ202115s,DBO3-6,DBO3,6,16,21,21,2,61621,2021-11-12T13:11,2021,11,12,13:11:08,67.90118,-168.23768,2.422,-1.5657,2,30.5829,2,356.6,2,2006.23,2,2106.58,2,17.57,2,1.03,2,2.83,2,0.26,2,2.49,2
33BI20211108,SKQ202115s,DBO3-7,DBO3,7,17,1,1,2,71701,2021-11-12T15:41,2021,11,12,15:41:03,67.78302,-168.5954,45.082,-0.5597,2,33.1593,2,113.7,2,2345.52,2,2285.25,2,59.21,2,2.35,2,12.37,2,1.16,2,12.01,2
33BI20211108,SKQ202115s,DBO3-7,DBO3,7,17,5,5,2,71705,2021-11-12T15:42,2021,11,12,15:42:57,67.78302,-168.59566,40.535,-0.5503,2,33.1582,2,113.4,2,2339.34,2,2285.33,2,57.75,2,2.34,2,12.37,2,1.16,2,11.98,2
33BI20211108,SKQ202115s,DBO3-7,DBO3,7,17,9,9,2,71709,2021-11-12T15:45,2021,11,12,15:45:07,67.78302,-168.59602,30.395,0.8221,2,32.8879,2,100.27,2,2328.79,2,2275.5,2,75.69,2,2.54,2,16.27,2,0.72,2,10.97,2
33BI20211108,SKQ202115s,DBO3-7,DBO3,7,17,13,13,2,71713,2021-11-12T15:47,2021,11,12,15:47:40,67.78304,-168.59638,20.35,-1.1592,2,30.7374,2,342.98,2,2177.23,2,2195.19,2,48.59,2,1.81,2,10.93,2,0.26,2,6.49,2
33BI20211108,SKQ202115s,DBO3-7,DBO3,7,17,17,17,2,71717,2021-11-12T15:49,2021,11,12,15:49:35,67.78304,-168.5963,10.213,-1.2614,2,30.6905,2,343.61,2,2034.37,2,2122.68,2,23.52,2,1.19,2,5.17,2,0.22,2,3.44,2
33BI20211108,SKQ202115s,DBO3-7,DBO3,7,17,21,21,2,71721,2021-11-12T15:51,2021,11,12,15:51:59,67.78302,-168.59592,2.047,-1.2073,2,30.6795,2,343.29,2,2032.8,2,2115.7,2,21.08,2,1.11,2,4.49,2,0.2,2,3.14,2
33BI20211108,SKQ202115s,M8,M8,,18,1,1,2,1801,2021-11-14T09:58,2021,11,14,9:58:43,62.20148,-174.6798,67.191,1.7712,2,32.503,2,301.42,2,2098.43,6,2204.61,6,27.87,2,1.51,2,10.43,2,0.08,2,1.18,2
33BI20211108,SKQ202115s,M8,M8,,18,4,4,2,1804,2021-11-14T10:01,2021,11,14,10:01:56,62.20152,-174.67974,50.183,1.6982,2,32.4883,2,308.7,2,2091.46,2,2206.21,2,17.93,2,1.33,2,6.14,2,0.05,2,1.02,2
33BI20211108,SKQ202115s,M8,M8,,18,7,7,2,1807,2021-11-14T10:04,2021,11,14,10:04:36,62.20156,-174.67966,39.72,1.6385,2,32.4762,2,311.18,2,2085.22,2,2203.11,2,21.63,2,1.35,2,8.19,2,0.06,2,1.11,2
33BI20211108,SKQ202115s,M8,M8,,18,10,10,2,1810,2021-11-14T10:06,2021,11,14,10:06:51,62.20158,-174.67962,30.405,1.7931,2,32.4835,2,305.9,2,2088.37,2,2206.01,2,28.85,2,1.5,2,11.69,2,0.09,2,1.19,2
