Sample	lat	long	controls	group1
E277.3B.NO20	48	-122	NA	Norseman20
E278.1B.NO20	48	-122	NA	Norseman20
E278.2B.NO20	48	-122	NA	Norseman20
E278.3B.NO20	48	-122	NA	Norseman20
E279.1B.NO20	48	-122	NA	Norseman20
E279.2B.NO20	48	-122	NA	Norseman20
E280.1B.NO20	48	-122	NA	Norseman20
E280.2B.NO20	48	-122	NA	Norseman20
E280.3B.NO20	48	-122	NA	Norseman20
E281.1B.NO20	48	-122	NA	Norseman20
E281.2B.NO20	48	-122	NA	Norseman20
E281.3B.NO20	48	-122	NA	Norseman20
E282.1B.NO20	48	-122	NA	Norseman20
E282.2B.NO20	48	-122	NA	Norseman20
E282.3B.NO20	48	-122	NA	Norseman20
E283.1B.NO20	48	-122	NA	Norseman20
E283.2B.NO20	48	-122	NA	Norseman20
E283.3B.NO20	48	-122	NA	Norseman20
E284.1B.NO20	48	-122	NA	Norseman20
E284.2B.NO20	48	-122	NA	Norseman20
E284.3B.NO20	48	-122	NA	Norseman20
E285.1B.NO20	48	-122	NA	Norseman20
E285.2B.NO20	48	-122	NA	Norseman20
E285.3B.NO20	48	-122	NA	Norseman20
E286.1B.NO20	48	-122	NA	Norseman20
E286.2B.NO20	48	-122	NA	Norseman20
E286.3B.NO20	48	-122	NA	Norseman20
E287.1B.NO20	48	-122	NA	Norseman20
E287.2B.NO20	48	-122	NA	Norseman20
E287.3B.NO20	48	-122	NA	Norseman20
E288.1B.NO20	48	-122	NA	Norseman20
E288.2B.NO20	48	-122	NA	Norseman20
E289.1B.NO20	48	-122	NA	Norseman20
E289.2B.NO20	48	-122	NA	Norseman20
E289.3B.NO20	48	-122	NA	Norseman20
E290.1B.NO20	48	-122	NA	Norseman20
E290.2B.NO20	48	-122	NA	Norseman20
E290.3B.NO20	48	-122	NA	Norseman20
E291.1B.NO20	48	-122	NA	Norseman20
E291.2B.NO20	48	-122	NA	Norseman20
E291.3B.NO20	48	-122	NA	Norseman20
E292.1B.NO20	48	-122	NA	Norseman20
E292.2B.NO20	48	-122	NA	Norseman20
E292.3B.NO20	48	-122	NA	Norseman20
E293.1B.NO20	48	-122	NA	Norseman20
E293.2B.NO20	48	-122	NA	Norseman20
E293.3B.NO20	48	-122	NA	Norseman20
E294.1B.NO20	48	-122	NA	Norseman20
E294.2B.NO20	48	-122	NA	Norseman20
E294.3B.NO20	48	-122	NA	Norseman20
E295.1B.NO20	48	-122	NA	Norseman20
E295.2B.NO20	48	-122	NA	Norseman20
E295.3B.NO20	48	-122	NA	Norseman20
E296.1B.NO20	48	-122	NA	Norseman20
E296.2B.NO20	48	-122	NA	Norseman20
E296.3B.NO20	48	-122	NA	Norseman20
E297.1B.NO20	48	-122	NA	Norseman20
E297.2B.NO20	48	-122	NA	Norseman20
E297.3B.NO20	48	-122	NA	Norseman20
E298.1B.NO20	48	-122	NA	Norseman20
E298.2B.NO20	48	-122	NA	Norseman20
E298.3B.NO20	48	-122	NA	Norseman20
E299.1B.NO20	48	-122	NA	Norseman20
E299.2B.NO20	48	-122	NA	Norseman20
E299.3B.NO20	48	-122	NA	Norseman20
E300.1B.NO20	48	-122	NA	Norseman20
E300.2B.NO20	48	-122	NA	Norseman20
E300.3B.NO20	48	-122	NA	Norseman20
E24.NC.DY20	NA	NA	negative	NA
E41.NC.DY20	NA	NA	negative	NA
E56.NC.DY20	NA	NA	negative	NA
E73.NC.DY20	NA	NA	negative	NA
E232.NC.NO20	NA	NA	negative	NA
E301.NC.NO20	NA	NA	negative	NA
POSITIVE	NA	NA	positive	NA
