Value	Sample	TerminalTaxa
28	MP_E1148_DY2206	Pseudofulvibacter
6	MP_E1148_DY2206	Florenciella
16	MP_E1148_DY2206	Chaetoceros costatus
101	MP_E1148_DY2206	Shewanella
56268	MP_E1149_DY2206	Gadus
894	MP_E1149_DY2206	Bacteria
3658	MP_E1149_DY2206	Corethron pennatum
8	MP_E1149_DY2206	Psychromonas
725	MP_E1149_DY2206	Elphidium aculeatum
86	MP_E1149_DY2206	Gammaproteobacteria
21	MP_E1149_DY2206	Hemiaulales
10854	MP_E1149_DY2206	Eukaryota
1	MP_E1149_DY2206	Candidatus Campbellbacteria
55	MP_E1149_DY2206	Virgulinella fragilis
10067	MP_E1149_DY2206	Proboscia
19739	MP_E1149_DY2206	Gadus chalcogrammus
11165	MP_E1149_DY2206	Chaetoceros sp_
36	MP_E1149_DY2206	Actinocyclus
28	MP_E1149_DY2206	Thalassiosira sp_
261	MP_E1149_DY2206	Planoglabratella opercularis
57	MP_E1149_DY2206	Alphaproteobacteria
246	MP_E1149_DY2206	Ditylum brightwellii
157	MP_E1149_DY2206	Bacillariophyta
188	MP_E1149_DY2206	Pleurosigma
1420	MP_E1149_DY2206	Rhizosoleniaceae
384	MP_E1149_DY2206	Planctomycetota
3	MP_E1149_DY2206	Pseudo_nitzschia sp_ RCC2006
230	MP_E1149_DY2206	Stephanopyxis
81	MP_E1149_DY2206	Shewanella sp_ J327
166	MP_E1149_DY2206	Psammodictyon panduriforme
13	MP_E1149_DY2206	Thalassiosiraceae
360	MP_E1149_DY2206	Rhizosolenia
25	MP_E1149_DY2206	Elphidium
2	MP_E1149_DY2206	Candidatus Nomurabacteria
9	MP_E1149_DY2206	Pseudoalteromonas
1	MP_E1149_DY2206	Chaetocerotales
575	MP_E1149_DY2206	Chaetoceros
126	MP_E1149_DY2206	Pyramimonadales
8	MP_E1149_DY2206	Triparma laevis
76	MP_E1149_DY2206	Agarivorans
6	MP_E1149_DY2206	Pythiaceae
3	MP_E1149_DY2206	Lithodesmiaceae
6	MP_E1149_DY2206	Skeletonemataceae
1	MP_E1149_DY2206	Thalassiosira rotula
138	MP_E1149_DY2206	Coscinodiscophyceae
6	MP_E1149_DY2206	Elphidium williamsoni
7	MP_E1149_DY2206	Candidatus Kaiserbacteria
3	MP_E1149_DY2206	Bacillariophyceae
21	MP_E1149_DY2206	Corethron hystrix
290	MP_E1149_DY2206	Thalassionema sp_ CCMP1100
109	MP_E1149_DY2206	Pseudo_nitzschia
10	MP_E1149_DY2206	Pelagomonas
11	MP_E1149_DY2206	Alteromonadales
28	MP_E1149_DY2206	Florenciella
34	MP_E1149_DY2206	Chaetoceros costatus
4	MP_E1149_DY2206	Shewanella
1	MP_E1149_DY2206	Prasinoderma
44	MP_E1149_DY2206	Triparma strigata
29	MP_E1149_DY2206	Cryptophyceae
4	MP_E1149_DY2206	Chaetocerotaceae
7	MP_E1149_DY2206	Dictyocha speculum
12	MP_E1149_DY2206	Brevoortia
1	MP_E1149_DY2206	Bolidophyceae
1	MP_E1149_DY2206	Dinophyceae
188	MP_E1149_DY2206	Mobula
2	MP_E1149_DY2206	Mallotus villosus
3	MP_E1149_DY2206	Nectoliparis pelagicus
92	MP_E1150_DY2206	Unknown
1534	MP_E1150_DY2206	Bacteria
2668	MP_E1150_DY2206	Corethron pennatum
139	MP_E1150_DY2206	Psychromonas
1394	MP_E1150_DY2206	Elphidium aculeatum
28	MP_E1150_DY2206	Planctomycetaceae
114	MP_E1150_DY2206	Gammaproteobacteria
1779	MP_E1150_DY2206	Hemiaulales
18834	MP_E1150_DY2206	Eukaryota
86	MP_E1150_DY2206	Virgulinella fragilis
4885	MP_E1150_DY2206	Proboscia
1	MP_E1150_DY2206	Gadus chalcogrammus
60562	MP_E1150_DY2206	Chaetoceros sp_
49	MP_E1150_DY2206	Actinocyclus
530	MP_E1150_DY2206	Thalassiosira sp_
140	MP_E1150_DY2206	Planoglabratella opercularis
172	MP_E1150_DY2206	Alphaproteobacteria
161	MP_E1150_DY2206	Ditylum brightwellii
8	MP_E1150_DY2206	Teleaulax acuta
270	MP_E1150_DY2206	Bacillariophyta
48	MP_E1150_DY2206	Pleurosigma
871	MP_E1150_DY2206	Rhizosoleniaceae
2312	MP_E1150_DY2206	Planctomycetota
2	MP_E1150_DY2206	Pseudo_nitzschia sp_ RCC2006
754	MP_E1150_DY2206	Stephanopyxis
25	MP_E1150_DY2206	Shewanella sp_ J327
110	MP_E1150_DY2206	Psammodictyon panduriforme
197	MP_E1150_DY2206	Thalassiosiraceae
251	MP_E1150_DY2206	Rhizosolenia
64	MP_E1150_DY2206	Elphidium
11	MP_E1150_DY2206	Rotaliida
11	MP_E1150_DY2206	Thalassiosirales
38	MP_E1150_DY2206	Chaetocerotales
1249	MP_E1150_DY2206	Chaetoceros
62	MP_E1150_DY2206	Pyramimonadales
34	MP_E1150_DY2206	Triparma laevis
1	MP_E1150_DY2206	Agarivorans
8	MP_E1150_DY2206	Parmales
190	MP_E1150_DY2206	Pythiaceae
58	MP_E1150_DY2206	Psychrobium conchae
21	MP_E1150_DY2206	Bolidomonas mediterranea
72	MP_E1150_DY2206	Skeletonemataceae
11	MP_E1150_DY2206	Thalassiosira rotula
152	MP_E1150_DY2206	Coscinodiscophyceae
79	MP_E1150_DY2206	Elphidium williamsoni
4	MP_E1150_DY2206	Bacillariophyceae
31	MP_E1150_DY2206	Corethron hystrix
430	MP_E1150_DY2206	Thalassionema sp_ CCMP1100
64	MP_E1150_DY2206	Pseudo_nitzschia
990	MP_E1150_DY2206	Pelagomonas
6	MP_E1150_DY2206	Chrysochromulina camella
1	MP_E1150_DY2206	Alteromonadales
634	MP_E1150_DY2206	Florenciella
96	MP_E1150_DY2206	Chaetoceros costatus
35	MP_E1150_DY2206	Shewanella
6	MP_E1150_DY2206	Prasinoderma
13	MP_E1150_DY2206	Triparma strigata
27	MP_E1150_DY2206	Cryptophyceae
32	MP_E1150_DY2206	Chaetocerotaceae
18	MP_E1150_DY2206	Dictyocha speculum
1	MP_E1150_DY2206	Dinophyceae
17	MP_E1150_DY2206	Mobula
6	MP_E1150_DY2206	Pyramimonas sp_ RCC1987
3	MP_E1150_DY2206	Prymnesiaceae
2	MP_E1150_DY2206	Polaribacter atrinae
5	MP_E1150_DY2206	Stephanopyxis turris
592	MP_E1150_DY2206	Pelagomonadales
72	MP_E1150_DY2206	Betaproteobacteria
47	MP_E1150_DY2206	Bolidomonas
1	MP_E1150_DY2206	Pyramimonas sp_ RCC2500
12	MP_E1150_DY2206	Deltaproteobacteria
2	MP_E1150_DY2206	Meringosphaera mediterranea
4	MP_E1150_DY2206	Cylindrotheca closterium
27	MP_E1150_DY2206	Ankylochrysis sp_ RCC2491
3	MP_E1150_DY2206	Haptophyta
1	MP_E1150_DY2206	Nephroselmis pyriformis
15	MP_E1150_DY2206	Amylibacter
63	MP_E1150_DY2206	Cymbellales
6	MP_E1150_DY2206	Elphidium margaritaceum
13	MP_E1150_DY2206	Halieaceae
6	MP_E1150_DY2206	Verrucomicrobium sp_ KLE1210
124	MP_E1150_DY2206	Helicopedinella
34	MP_E1150_DY2206	Pseudopedinella elastica
25	MP_E1150_DY2206	Pyrenomonadales
1	MP_E1150_DY2206	Aureococcus anophagefferens
8	MP_E1150_DY2206	Asterionellopsis glacialis
2	MP_E1150_DY2206	Coscinodiscales
7	MP_E1150_DY2206	Pirellulaceae
14	MP_E1150_DY2206	Bacteroidota
52	MP_E1150_DY2206	Pyramimonas disomata
49	MP_E1150_DY2206	Pacificibacter
2	MP_E1150_DY2206	Francisella
2	MP_E1150_DY2206	Rubritalea profundi
4	MP_E1150_DY2206	Rhodobacterales
7	MP_E1150_DY2206	Aureococcus
5	MP_E1150_DY2206	Methylococcaceae
128	MP_E1150_DY2206	Dinophysis
10	MP_E1150_DY2206	Dictyochophyceae
1394	MP_E1151_DY2206	Gadus
1347	MP_E1151_DY2206	Unknown
3084	MP_E1151_DY2206	Bacteria
7319	MP_E1151_DY2206	Corethron pennatum
78	MP_E1151_DY2206	Psychromonas
1185	MP_E1151_DY2206	Elphidium aculeatum
319	MP_E1151_DY2206	Planctomycetaceae
934	MP_E1151_DY2206	Gammaproteobacteria
575	MP_E1151_DY2206	Hemiaulales
22058	MP_E1151_DY2206	Eukaryota
447	MP_E1151_DY2206	Psychromonas antarctica
40	MP_E1151_DY2206	Candidatus Campbellbacteria
65	MP_E1151_DY2206	Virgulinella fragilis
13910	MP_E1151_DY2206	Proboscia
42501	MP_E1151_DY2206	Chaetoceros sp_
201	MP_E1151_DY2206	Actinocyclus
127	MP_E1151_DY2206	Pseudomaricurvus alkylphenolicus
99	MP_E1151_DY2206	Thalassiosira sp_
81	MP_E1151_DY2206	Planoglabratella opercularis
490	MP_E1151_DY2206	Alphaproteobacteria
287	MP_E1151_DY2206	Ditylum brightwellii
192	MP_E1151_DY2206	Bacillariophyta
257	MP_E1151_DY2206	Pleurosigma
2171	MP_E1151_DY2206	Rhizosoleniaceae
118	MP_E1151_DY2206	Thalassiosira nordenskioeldii
3078	MP_E1151_DY2206	Planctomycetota
4	MP_E1151_DY2206	Pseudo_nitzschia sp_ RCC2006
385	MP_E1151_DY2206	Stephanopyxis
359	MP_E1151_DY2206	Shewanella sp_ J327
257	MP_E1151_DY2206	Psammodictyon panduriforme
287	MP_E1151_DY2206	Thalassiosiraceae
2	MP_E1151_DY2206	Triparmaceae
476	MP_E1151_DY2206	Rhizosolenia
102	MP_E1151_DY2206	Elphidium
3	MP_E1151_DY2206	Rotaliida
21	MP_E1151_DY2206	Thalassiosirales
10	MP_E1151_DY2206	Candidatus Azambacteria
290	MP_E1151_DY2206	Candidatus Nomurabacteria
726	MP_E1151_DY2206	Pseudoalteromonas
79	MP_E1151_DY2206	Chaetocerotales
1038	MP_E1151_DY2206	Chaetoceros
635	MP_E1151_DY2206	Pyramimonadales
24	MP_E1151_DY2206	Triparma laevis
88	MP_E1151_DY2206	Agarivorans
9	MP_E1151_DY2206	Parmales
515	MP_E1151_DY2206	Pythiaceae
3	MP_E1151_DY2206	Lithodesmiaceae
15	MP_E1151_DY2206	Bolidomonas mediterranea
59	MP_E1151_DY2206	Skeletonemataceae
66	MP_E1151_DY2206	Thalassiosira rotula
10	MP_E1151_DY2206	Pseudoteredinibacter isoporae
506	MP_E1151_DY2206	Coscinodiscophyceae
5	MP_E1151_DY2206	Elphidium williamsoni
268	MP_E1151_DY2206	Candidatus Kaiserbacteria
32	MP_E1151_DY2206	Bacillariophyceae
79	MP_E1151_DY2206	Corethron hystrix
476	MP_E1151_DY2206	Thalassionema sp_ CCMP1100
62	MP_E1151_DY2206	Pseudo_nitzschia
27	MP_E1151_DY2206	Pelagomonas
193	MP_E1151_DY2206	Alteromonadales
9	MP_E1151_DY2206	Psychrobium
12	MP_E1151_DY2206	Atherinops affinis
16	MP_E1151_DY2206	Pseudofulvibacter
18	MP_E1151_DY2206	Florenciella
43	MP_E1151_DY2206	Chaetoceros costatus
300	MP_E1151_DY2206	Shewanella
3	MP_E1151_DY2206	Prasinoderma
8	MP_E1151_DY2206	Cryptophyceae
2	MP_E1151_DY2206	Dictyocha speculum
2	MP_E1151_DY2206	Dinophyceae
12	MP_E1151_DY2206	Mobula
8	MP_E1151_DY2206	Stephanopyxis turris
1	MP_E1151_DY2206	Pyramimonas sp_ RCC2500
34	MP_E1151_DY2206	Deltaproteobacteria
1	MP_E1151_DY2206	Cylindrotheca closterium
38	MP_E1151_DY2206	Amylibacter
13	MP_E1151_DY2206	Verrucomicrobium sp_ KLE1210
6	MP_E1151_DY2206	Asterionellopsis glacialis
9	MP_E1151_DY2206	Coscinodiscales
14	MP_E1151_DY2206	Pirellulaceae
1	MP_E1151_DY2206	Bacteroidota
7	MP_E1151_DY2206	Pacificibacter
1	MP_E1151_DY2206	Rubritalea profundi
1	MP_E1151_DY2206	Dinophysis
10	MP_E1151_DY2206	Cyclopsettidae
9	MP_E1151_DY2206	Hypsopsetta guttulata
8	MP_E1151_DY2206	Cheilotrema saturnum
8	MP_E1151_DY2206	Labrisomus xanti
36	MP_E1151_DY2206	Rhodococcus
2	MP_E1151_DY2206	Candidatus Sulfurimonas baltica
5	MP_E1151_DY2206	Candidatus Latescibacterota
5	MP_E1151_DY2206	Sphyraena argentea
5	MP_E1151_DY2206	Mugil cephalus
4	MP_E1151_DY2206	Pleuronichthys ritteri
4	MP_E1151_DY2206	Typhlogobius californiensis
102	MP_E1151_DY2206	Colwelliaceae
4	MP_E1151_DY2206	Eudoraea
3	MP_E1151_DY2206	Citharichthys stigmaeus
3	MP_E1151_DY2206	Paralabrax
2	MP_E1151_DY2206	Cocleimonas sp_
1	MP_E1151_DY2206	Robiginitomaculum sp_
1	MP_E1151_DY2206	Picozoa
4	MP_E1151_DY2206	Acidimicrobiales
427	MP_E1151_DY2206	Girella nigricans
27	MP_E1151_DY2206	Attheya longicornis
21	MP_E1151_DY2206	Sneathiella marina
89	MP_E1151_DY2206	Chromatiales
2	MP_E1151_DY2206	Oncorhynchus gorbuscha
4	MP_E1151_DY2206	Saprospirales
165	MP_E1151_DY2206	Clinocottus analis
184	MP_E1151_DY2206	Hypsoblennius gilberti
169	MP_E1151_DY2206	Sphoeroides annulatus
1	MP_E1151_DY2206	Actinocyclus sp_ mgcode 4
10	MP_E1151_DY2206	Chloroparvula pacifica
99	MP_E1151_DY2206	Hypsoblennius jenkinsi
5	MP_E1151_DY2206	Sulfurimonas sp_ MA01
3	MP_E1151_DY2206	Stichaeidae
86	MP_E1151_DY2206	Kyphosus azureus
1	MP_E1151_DY2206	Liparis tunicatus
27	MP_E1151_DY2206	Fibrobacterales
3	MP_E1151_DY2206	Myoxocephalus
50	MP_E1151_DY2206	Halioglobus maricola
2	MP_E1151_DY2206	Flavobacteriaceae
42	MP_E1151_DY2206	Cerataulina daemon
33	MP_E1151_DY2206	Seriola lalandi
29	MP_E1151_DY2206	Menticirrhus undulatus
27	MP_E1151_DY2206	Pseudopedinella
15	MP_E1151_DY2206	Alkalimarinus
20	MP_E1151_DY2206	Paralichthys californicus
13	MP_E1151_DY2206	Sardinops
13	MP_E1151_DY2206	Paralabrax clathratus
43	MP_E1151_DY2206	Pseudoteredinibacter
47860	MP_E1152_DY2206	Gadus
161	MP_E1152_DY2206	Bacteria
4	MP_E1152_DY2206	Corethron pennatum
67	MP_E1152_DY2206	Psychromonas
10	MP_E1152_DY2206	Eukaryota
5	MP_E1152_DY2206	Candidatus Campbellbacteria
7	MP_E1152_DY2206	Chaetoceros sp_
12	MP_E1152_DY2206	Alphaproteobacteria
5	MP_E1152_DY2206	Rhizosoleniaceae
147	MP_E1152_DY2206	Planctomycetota
1	MP_E1152_DY2206	Triparmaceae
2	MP_E1152_DY2206	Elphidium
4	MP_E1152_DY2206	Candidatus Nomurabacteria
1	MP_E1152_DY2206	Pyramimonadales
1	MP_E1152_DY2206	Psychrobium conchae
2	MP_E1152_DY2206	Thalassionema sp_ CCMP1100
1	MP_E1152_DY2206	Bolidophyceae
36	MP_E1152_DY2206	Mobula
2	MP_E1152_DY2206	Cylindrotheca closterium
3	MP_E1152_DY2206	Zoarcidae
2	MP_E1152_DY2206	Granulosicoccaceae
1	MP_E1152_DY2206	Polypera greeni
6	MP_E1152_DY2206	Stenobrachius leucopsarus
2	MP_E1152_DY2206	Anoplopoma fimbria
1	MP_E1152_DY2206	Nitrospina sp_ SCGC AAA288_O16
14090	MP_E1153_DY2206	Gadus
984	MP_E1153_DY2206	Unknown
3272	MP_E1153_DY2206	Bacteria
44	MP_E1153_DY2206	Corethron pennatum
76	MP_E1153_DY2206	Psychromonas
3155	MP_E1153_DY2206	Elphidium aculeatum
23	MP_E1153_DY2206	Planctomycetaceae
316	MP_E1153_DY2206	Gammaproteobacteria
2327	MP_E1153_DY2206	Hemiaulales
13940	MP_E1153_DY2206	Eukaryota
11	MP_E1153_DY2206	Candidatus Campbellbacteria
3	MP_E1153_DY2206	Virgulinella fragilis
486	MP_E1153_DY2206	Proboscia
82908	MP_E1153_DY2206	Chaetoceros sp_
23	MP_E1153_DY2206	Actinocyclus
1	MP_E1153_DY2206	Oceanospirillales
1786	MP_E1153_DY2206	Thalassiosira sp_
128	MP_E1153_DY2206	Planoglabratella opercularis
224	MP_E1153_DY2206	Alphaproteobacteria
14	MP_E1153_DY2206	Teleaulax acuta
230	MP_E1153_DY2206	Bacillariophyta
34	MP_E1153_DY2206	Pleurosigma
31	MP_E1153_DY2206	Rhizosoleniaceae
5956	MP_E1153_DY2206	Planctomycetota
49	MP_E1153_DY2206	Stephanopyxis
21	MP_E1153_DY2206	Shewanella sp_ J327
7	MP_E1153_DY2206	Homo sapiens
10	MP_E1153_DY2206	Psammodictyon panduriforme
7	MP_E1153_DY2206	Thalassiosiraceae
4	MP_E1153_DY2206	Triparmaceae
260	MP_E1153_DY2206	Rhizosolenia
21	MP_E1153_DY2206	Elphidium
4	MP_E1153_DY2206	Rotaliida
7	MP_E1153_DY2206	Chaetocerotales
98	MP_E1153_DY2206	Chaetoceros
903	MP_E1153_DY2206	Pyramimonadales
28	MP_E1153_DY2206	Triparma laevis
42	MP_E1153_DY2206	Pythiaceae
9	MP_E1153_DY2206	Elphidium williamsoni
15	MP_E1153_DY2206	Bacillariophyceae
265	MP_E1153_DY2206	Thalassionema sp_ CCMP1100
198	MP_E1153_DY2206	Pseudo_nitzschia
454	MP_E1153_DY2206	Pelagomonas
104	MP_E1153_DY2206	Florenciella
293	MP_E1153_DY2206	Chaetoceros costatus
10	MP_E1153_DY2206	Shewanella
25	MP_E1153_DY2206	Prasinoderma
7	MP_E1153_DY2206	Triparma strigata
18	MP_E1153_DY2206	Cryptophyceae
17	MP_E1153_DY2206	Chaetocerotaceae
23	MP_E1153_DY2206	Dictyocha speculum
11	MP_E1153_DY2206	Bolidophyceae
110	MP_E1153_DY2206	Dinophyceae
1	MP_E1153_DY2206	Nectoliparis pelagicus
11	MP_E1153_DY2206	Pyramimonas sp_ RCC1987
573	MP_E1153_DY2206	Pelagomonadales
21	MP_E1153_DY2206	Betaproteobacteria
38	MP_E1153_DY2206	Bolidomonas
14	MP_E1153_DY2206	Meringosphaera mediterranea
18	MP_E1153_DY2206	Cylindrotheca closterium
32	MP_E1153_DY2206	Haptophyta
35	MP_E1153_DY2206	Amylibacter
7	MP_E1153_DY2206	Elphidium margaritaceum
4	MP_E1153_DY2206	Verrucomicrobium sp_ KLE1210
66	MP_E1153_DY2206	Helicopedinella
96	MP_E1153_DY2206	Pseudopedinella elastica
106	MP_E1153_DY2206	Pyrenomonadales
4	MP_E1153_DY2206	Coscinodiscales
4	MP_E1153_DY2206	Pirellulaceae
4	MP_E1153_DY2206	Bacteroidota
37	MP_E1153_DY2206	Pyramimonas disomata
3	MP_E1153_DY2206	Rubritalea profundi
86	MP_E1153_DY2206	Rhodobacterales
81	MP_E1153_DY2206	Dinophysis
115	MP_E1153_DY2206	Dictyochophyceae
13	MP_E1153_DY2206	Eudoraea
2	MP_E1153_DY2206	Picozoa
2	MP_E1153_DY2206	Attheya longicornis
1	MP_E1153_DY2206	Stichaeidae
35	MP_E1153_DY2206	Pseudopedinella
1	MP_E1153_DY2206	Stenobrachius leucopsarus
1	MP_E1153_DY2206	Chrysochromulina sp_ MBIC10518
3	MP_E1153_DY2206	Boreogadus saida
2	MP_E1153_DY2206	Candidatus Pelagibacter
145	MP_E1153_DY2206	Actinomycetes
56	MP_E1153_DY2206	Pyramimonas sp_ F923
34	MP_E1153_DY2206	Etheostoma
5	MP_E1153_DY2206	Stenobrachius nannochir
56	MP_E1153_DY2206	Candidatus Megaera
3	MP_E1153_DY2206	Salvelinus
11	MP_E1153_DY2206	Rhinichthys atratulus
20	MP_E1153_DY2206	Thiotrichales
10	MP_E1153_DY2206	Elphidium excavatum
1	MP_E1153_DY2206	Kathablepharidacea
2	MP_E1153_DY2206	Cebidichthys violaceus
380962	MP_E1154_DY2206	Gadus
7	MP_E1154_DY2206	Unknown
1422	MP_E1154_DY2206	Bacteria
5082	MP_E1154_DY2206	Corethron pennatum
34	MP_E1154_DY2206	Psychromonas
742	MP_E1154_DY2206	Elphidium aculeatum
259	MP_E1154_DY2206	Gammaproteobacteria
30	MP_E1154_DY2206	Hemiaulales
14586	MP_E1154_DY2206	Eukaryota
113	MP_E1154_DY2206	Psychromonas antarctica
93	MP_E1154_DY2206	Candidatus Campbellbacteria
45	MP_E1154_DY2206	Virgulinella fragilis
10450	MP_E1154_DY2206	Proboscia
85566	MP_E1154_DY2206	Gadus chalcogrammus
16850	MP_E1154_DY2206	Chaetoceros sp_
58	MP_E1154_DY2206	Actinocyclus
142	MP_E1154_DY2206	Pseudomaricurvus alkylphenolicus
1	MP_E1154_DY2206	Leuroglossus schmidti
66	MP_E1154_DY2206	Thalassiosira sp_
32	MP_E1154_DY2206	Planoglabratella opercularis
603	MP_E1154_DY2206	Alphaproteobacteria
388	MP_E1154_DY2206	Ditylum brightwellii
154	MP_E1154_DY2206	Bacillariophyta
297	MP_E1154_DY2206	Pleurosigma
1810	MP_E1154_DY2206	Rhizosoleniaceae
7	MP_E1154_DY2206	Clupea pallasii
1120	MP_E1154_DY2206	Planctomycetota
2	MP_E1154_DY2206	Pseudo_nitzschia sp_ RCC2006
291	MP_E1154_DY2206	Stephanopyxis
215	MP_E1154_DY2206	Shewanella sp_ J327
60	MP_E1154_DY2206	Homo sapiens
261	MP_E1154_DY2206	Psammodictyon panduriforme
73	MP_E1154_DY2206	Thalassiosiraceae
277	MP_E1154_DY2206	Rhizosolenia
4	MP_E1154_DY2206	Elphidium
8	MP_E1154_DY2206	Thalassiosirales
15	MP_E1154_DY2206	Candidatus Nomurabacteria
203	MP_E1154_DY2206	Pseudoalteromonas
447	MP_E1154_DY2206	Chaetoceros
331	MP_E1154_DY2206	Pyramimonadales
90	MP_E1154_DY2206	Agarivorans
99	MP_E1154_DY2206	Pythiaceae
113	MP_E1154_DY2206	Lithodesmiaceae
7	MP_E1154_DY2206	Psychrobium conchae
5	MP_E1154_DY2206	Bolidomonas mediterranea
35	MP_E1154_DY2206	Skeletonemataceae
25	MP_E1154_DY2206	Thalassiosira rotula
4	MP_E1154_DY2206	Eleginus gracilis
362	MP_E1154_DY2206	Coscinodiscophyceae
31	MP_E1154_DY2206	Elphidium williamsoni
12	MP_E1154_DY2206	Candidatus Kaiserbacteria
22	MP_E1154_DY2206	Bacillariophyceae
29	MP_E1154_DY2206	Corethron hystrix
148	MP_E1154_DY2206	Thalassionema sp_ CCMP1100
80	MP_E1154_DY2206	Pseudo_nitzschia
7	MP_E1154_DY2206	Pelagomonas
149	MP_E1154_DY2206	Alteromonadales
1	MP_E1154_DY2206	Psychrobium
8	MP_E1154_DY2206	Pseudofulvibacter
13	MP_E1154_DY2206	Florenciella
21	MP_E1154_DY2206	Chaetoceros costatus
543	MP_E1154_DY2206	Shewanella
7	MP_E1154_DY2206	Dictyocha speculum
19	MP_E1154_DY2206	Pelagomonadales
8	MP_E1154_DY2206	Amylibacter
4	MP_E1154_DY2206	Pseudopedinella elastica
1	MP_E1154_DY2206	Bacteroidota
2	MP_E1154_DY2206	Rhodobacterales
21	MP_E1154_DY2206	Dinophysis
3	MP_E1154_DY2206	Colwelliaceae
8	MP_E1154_DY2206	Picozoa
1	MP_E1154_DY2206	Myoxocephalus
8	MP_E1154_DY2206	Alkalimarinus
3	MP_E1154_DY2206	Boreogadus saida
12	MP_E1154_DY2206	Etheostoma
3	MP_E1154_DY2206	Thiotrichales
2	MP_E1154_DY2206	Pycnococcaceae
