"Sample_Name","Biological_Replicate","Technical_Replicate","Negative_control","Cruise_ID_short","Cruise_ID_long","Collection_Date_UTC","Collection_Date_local","Collection_Time_UTC","Collection_Time_local","Field_Sample_Name","Cast_No.","Rosette_position","Field_collection_method","Preservation","Area.within.region","Station","Depth_m","Lat","Lon","Sample_volume_ml","Personnel_responsible_for_Collecting_Sample","Field_Notes","Combined_date","Combined_date_local","Date_UTC","Date_local_check","Date_local","Lat_fix","Lat_dec","Lon_fix","Lon_dec","Cast","Bottle"
"E2089.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"11/14/2022",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M14",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"11/14/2022 0:12","2022-11-13 15:12:00","2020/11/14 00:00:00","2022/11/14 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2090.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"12/2/2022",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M15",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"12/2/2022 0:12","2022-12-01 15:12:00","2020/12/02 00:00:00","2022/12/02 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2091.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"12/11/2022",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M16",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"12/11/2022 0:12","2022-12-10 15:12:00","2020/12/11 00:00:00","2022/12/11 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2092.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"12/20/2022",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M17",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"12/20/2022 0:12","2022-12-19 15:12:00","2020/12/20 00:00:00","2022/12/20 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2093.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"12/29/2022",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M18",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"12/29/2022 0:12","2022-12-28 15:12:00","2020/12/29 00:00:00","2022/12/29 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2094.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"1/7/2023",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M19",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"1/7/2023 0:12","2023-01-06 15:12:00","2020/01/07 00:00:00","2023/01/07 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2095.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"1/16/2023",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M20",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"1/16/2023 0:12","2023-01-15 15:12:00","2020/01/16 00:00:00","2023/01/16 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2096.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"1/25/2023",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M21",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"1/25/2023 0:12","2023-01-24 15:12:00","2020/01/25 00:00:00","2023/01/25 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2097.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"2/3/2023",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M22",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"2/3/2023 0:12","2023-02-02 15:12:00","2020/02/03 00:00:00","2023/02/03 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2098.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"2/12/2023",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M23",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"2/12/2023 0:12","2023-02-11 15:12:00","2020/02/12 00:00:00","2023/02/12 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2099.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"2/21/2023",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M24",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"2/21/2023 0:12","2023-02-20 15:12:00","2020/02/21 00:00:00","2023/02/21 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2100.SKQ23_12S",1,1,FALSE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,"3/2/2023",NA,"0:12",NA,NA,NA,"Aquamonitor; HgCl2","95% EtOH",NA,"M25",38,"71° 36.026' N","161° 29.974' W",1000,"Seth Danielson and Matt Galaska",NA,NA,"3/2/2023 0:12","2023-03-01 15:12:00","2020/03/02 00:00:00","2023/03/02 00:12:00","71 36.026",71.6004333333333,"161 29.974",-161.499566666667,NA,NA
"E2101.NC.SKQ23_12S",1,1,TRUE,"SKQ23-12S","SKQ23 EcoFOCI DBO",NA,NA,NA,NA,NA,NA,NA,"","95% EtOH",NA,NA,NA,NA,NA,1000,"Seth Danielson and Matt Galaska",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
